,duration_ms,year,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
268,161240,2002,56,0.838,0.764,7,-5.076,0.0586,0.0862,0.000122,0.0906,0.924,133.592
269,307879,2002,79,0.577,0.749,5,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97
270,263226,2002,70,0.884,0.677,1,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868
271,214306,2002,60,0.555,0.496,10,-6.136,0.028,0.333,0.0,0.0956,0.27,79.01
272,335613,2002,64,0.675,0.607,11,-3.538,0.162,0.0302,8.97e-06,0.339,0.56,177.928
273,294600,2001,69,0.32,0.88,2,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
274,245133,2001,73,0.839,0.706,5,-6.104,0.199,0.208,0.0,0.242,0.839,96.673
275,227386,2002,70,0.665,0.695,0,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119
276,204000,2002,75,0.487,0.9,0,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937
277,233600,2002,63,0.571,0.953,8,-5.601,0.0548,0.0011,0.000606,0.226,0.601,137.965
278,231066,2001,58,0.534,0.543,3,-6.857,0.0245,0.579,0.0,0.112,0.418,78.996
279,204706,2002,67,0.754,0.767,6,-5.586,0.145,0.0216,0.0,0.172,0.828,83.014
280,216933,2002,73,0.451,0.97,0,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444
281,211506,2002,60,0.597,0.97,4,-5.972,0.0502,0.000385,0.205,0.133,0.717,114.999
282,206093,2002,65,0.783,0.649,7,-4.127,0.0322,0.0209,0.00482,0.067,0.665,103.997
283,253600,2001,50,0.745,0.807,0,-5.191,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967
284,170493,2001,64,0.654,0.515,0,-12.185,0.0261,0.429,5.62e-06,0.174,0.677,106.191
285,269400,2002,57,0.513,0.82,7,-5.428,0.0299,0.00192,2.83e-06,0.504,0.52,99.952
286,269400,2001,59,0.793,0.568,1,-4.958,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005
287,242000,2015,47,0.38,0.725,2,-6.094,0.0365,0.00571,0.00015,0.3,0.202,130.581
288,238173,2002,56,0.338,0.685,1,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192
289,216760,2001,70,0.58,0.748,4,-5.433,0.0323,0.00935,0.0,0.753,0.584,109.781
290,296586,2001,60,0.921,0.668,7,-8.73,0.235,0.0949,0.0,0.592,0.892,131.059
291,188693,2012,40,0.661,0.746,4,-5.153,0.042,0.109,0.0,0.325,0.502,144.188
292,268693,2001,40,0.443,0.769,2,-5.529,0.0312,0.00138,0.0,0.0677,0.17,147.973
293,217680,2001,60,0.499,0.72,8,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103
294,257026,2002,58,0.688,0.538,10,-7.608,0.0292,0.504,0.0,0.111,0.27,119.998
295,208626,2001,56,0.776,0.844,11,-5.305,0.0297,0.0277,0.000244,0.135,0.868,125.972
296,303920,2001,64,0.432,0.936,3,-4.537,0.0562,0.00691,0.0,0.14,0.499,157.469
297,226680,2002,72,0.424,0.588,9,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
298,295346,2001,51,0.814,0.852,2,-6.176,0.401,0.0958,1.32e-06,0.0288,0.717,184.682
299,210693,2001,60,0.624,0.85,0,-4.754,0.0756,0.00234,0.0,0.0621,0.615,98.525
300,193466,2003,81,0.899,0.713,6,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051
301,211666,2002,74,0.735,0.824,10,-4.143,0.036,0.615,0.0,0.158,0.726,100.202
302,322226,2004,77,0.686,0.735,2,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355
303,236133,2003,76,0.646,0.77,2,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165
304,225426,2003,50,0.669,0.873,8,-4.315,0.0494,0.00204,0.0,0.137,0.827,88.029
305,272533,2003,68,0.835,0.687,5,-3.18,0.184,0.101,0.0,0.132,0.828,94.059
306,187840,2002,70,0.845,0.768,6,-5.448,0.188,0.00733,5.04e-06,0.0575,0.96,100.0
307,296186,2003,56,0.81,0.714,2,-3.966,0.243,0.0637,0.0,0.237,0.561,112.968
308,214440,2020,39,0.527,0.834,5,-5.767,0.0474,0.0411,0.00599,0.105,0.381,179.92
309,285570,2003,66,0.793,0.698,11,-3.626,0.104,0.163,0.145,0.0745,0.339,130.017
310,324306,2002,68,0.648,0.759,6,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996
311,244666,2003,61,0.778,0.879,8,-4.951,0.0371,0.399,0.792,0.15,0.942,98.077
312,238840,2004,59,0.734,0.668,0,-3.935,0.0349,0.0526,0.0,0.0925,0.651,99.971
313,205560,2002,71,0.759,0.678,9,-5.148,0.314,0.23,0.0,0.15,0.327,89.64
314,249480,2003,76,0.712,0.772,10,-3.024,0.346,0.0521,4.35e-06,0.0368,0.848,84.722
315,215480,2003,69,0.801,0.645,1,-6.93,0.0356,0.0457,0.0,0.0357,0.824,110.01
316,162600,2003,72,0.554,0.978,4,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095
317,217586,2007,70,0.761,0.899,10,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027
318,235893,2003,79,0.331,0.943,4,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
319,218173,2003,57,0.785,0.933,6,-4.629,0.0309,0.0303,0.0,0.137,0.962,125.011
320,287226,2002,59,0.405,0.589,6,-7.51,0.0586,0.252,0.0,0.661,0.808,83.373
321,231480,2003,72,0.498,0.83,6,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342
322,324600,2002,47,0.78,0.604,1,-8.019,0.0396,0.022,0.0,0.194,0.12,101.043
323,282773,2003,62,0.835,0.68,1,-6.02,0.21,0.1,0.0,0.049,0.889,95.508
324,239026,2003,73,0.662,0.748,5,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331
325,245240,2002,36,0.602,0.34,10,-9.867,0.0375,0.618,0.0,0.234,0.511,109.598
326,223773,2003,59,0.804,0.836,6,-6.635,0.089,0.32,0.0,0.213,0.85,120.046
327,210066,2004,57,0.564,0.6,7,-6.814,0.0305,0.183,2.19e-06,0.38,0.442,78.955
328,248546,2003,54,0.581,0.747,7,-6.682,0.0283,0.0365,1.69e-06,0.193,0.514,146.301
329,267266,2002,76,0.892,0.714,4,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972
330,231920,2003,3,0.741,0.469,4,-7.627,0.0805,0.00601,0.447,0.306,0.313,123.904
331,298600,2003,54,0.772,0.724,6,-5.799,0.307,0.0149,0.0,0.355,0.518,84.038
332,244826,2003,63,0.655,0.488,1,-9.17,0.22,0.0825,1.16e-06,0.221,0.791,91.025
333,359973,2019,47,0.849,0.498,2,-7.872,0.272,0.116,4.49e-05,0.268,0.502,92.98
334,255266,2002,61,0.859,0.658,8,-4.481,0.192,0.0326,0.00181,0.0651,0.538,98.989
335,207466,2003,68,0.455,0.858,11,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118
336,222400,2003,48,0.6,0.736,7,-6.228,0.0329,0.325,0.0,0.137,0.848,158.108
337,297960,2003,50,0.606,0.699,8,-3.103,0.0337,0.343,1.89e-06,0.0757,0.509,83.701
338,285569,2002,72,0.492,0.896,4,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981
339,199040,2008,58,0.791,0.733,5,-5.123,0.029,0.00189,0.201,0.0859,0.917,105.987
340,184906,2003,61,0.811,0.657,6,-6.197,0.362,0.0391,0.712,0.0798,0.777,199.958
341,221426,2003,58,0.568,0.867,11,-5.861,0.0365,0.00344,4.67e-05,0.328,0.88,163.944
342,293666,2016,52,0.527,0.808,1,-4.749,0.295,0.176,0.0,0.169,0.907,87.025
343,212413,2003,57,0.883,0.887,1,-4.92,0.116,0.0111,0.63,0.0367,0.648,124.814
344,164506,2009,49,0.649,0.713,7,-6.488,0.295,0.000787,0.0,0.318,0.629,101.129
345,269973,2003,70,0.595,0.489,7,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315
346,237693,2003,58,0.586,0.705,1,-4.904,0.0287,0.0485,0.0,0.15,0.459,98.014
347,219400,2003,57,0.802,0.863,1,-3.552,0.2,0.0199,0.0,0.141,0.873,81.008
348,236506,2003,67,0.894,0.404,9,-5.913,0.13,0.453,1.57e-06,0.0801,0.759,102.009
349,250746,2003,69,0.866,0.749,2,-3.977,0.253,0.15,0.0,0.0614,0.891,92.074
350,339546,2002,71,0.668,0.824,5,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961
351,234800,2003,48,0.853,0.752,1,-8.831,0.339,0.178,4.65e-06,0.0553,0.935,104.946
352,209533,2003,48,0.831,0.695,4,-6.491,0.109,0.194,1.24e-05,0.309,0.722,132.817
353,224440,2003,72,0.646,0.813,6,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729
354,304000,2002,61,0.784,0.459,4,-9.74,0.317,0.0847,0.0,0.079,0.618,164.062
355,234893,2002,57,0.707,0.538,0,-5.264,0.505,0.362,0.0,0.317,0.439,121.732
356,220360,2003,60,0.658,0.826,8,-6.031,0.0346,0.00189,0.00275,0.0492,0.795,134.465
357,201920,2003,59,0.553,0.775,1,-10.284,0.043,0.212,0.0,0.0728,0.51,139.993
358,245960,2002,67,0.435,0.92,4,-1.357,0.201,0.235,0.000353,0.552,0.45,188.899
359,245293,2003,49,0.655,0.433,5,-7.577,0.0348,0.444,0.0,0.221,0.199,130.127
360,299146,2005,67,0.893,0.74,11,-4.936,0.132,0.299,0.0,0.0881,0.963,101.025
361,268373,2002,57,0.747,0.398,5,-12.932,0.0743,0.211,1.42e-06,0.113,0.428,117.901
362,243306,2003,59,0.691,0.541,1,-5.873,0.0776,0.508,0.0,0.0753,0.319,127.683
363,214600,2003,0,0.66,0.698,11,-4.722,0.0302,1.92e-05,0.166,0.0517,0.511,123.005
364,208386,2003,38,0.85,0.862,2,-3.587,0.138,0.0733,0.00144,0.0936,0.908,130.036
365,213760,2003,57,0.751,0.84,6,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057
366,253720,2002,58,0.837,0.885,6,-3.914,0.182,0.103,0.0,0.0666,0.694,95.313
367,260333,2002,67,0.53,0.768,7,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095
368,294693,2002,60,0.733,0.521,3,-3.657,0.0457,0.107,0.0,0.0692,0.525,112.913
369,288333,2002,73,0.624,0.654,8,-6.582,0.183,0.577,0.0,0.104,0.564,73.898
370,199320,2003,57,0.447,0.636,5,-5.08,0.0278,0.254,9.25e-05,0.11,0.376,105.678
371,226053,2003,60,0.612,0.735,8,-5.074,0.0282,0.00202,0.00118,0.328,0.783,126.326
372,218760,2003,48,0.638,0.54,0,-6.849,0.0473,0.506,0.0,0.157,0.352,143.772
373,281240,2002,56,0.714,0.862,6,-5.531,0.286,0.0305,0.0,0.0884,0.887,92.849
374,307879,2002,79,0.577,0.749,5,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97
375,249293,2002,54,0.649,0.718,7,-4.984,0.0594,0.00676,4.26e-06,0.174,0.477,79.993
376,263226,2002,70,0.884,0.677,1,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868
377,209120,2003,65,0.71,0.797,4,-3.006,0.0582,0.408,0.0,0.16,0.849,94.998
378,181826,2002,67,0.747,0.904,9,-2.623,0.0803,0.046,0.106,0.203,0.846,118.877
379,293960,2002,75,0.614,0.568,7,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849
380,232506,2002,61,0.757,0.78,1,-5.038,0.319,0.0811,0.0,0.113,0.59,97.917
381,245773,2002,55,0.649,0.536,5,-8.804,0.132,0.492,0.0,0.184,0.513,78.935
382,254466,2002,60,0.701,0.669,1,-5.265,0.107,0.271,0.0,0.158,0.446,83.066
383,242773,2003,64,0.618,0.552,8,-6.863,0.0981,0.176,0.0,0.252,0.586,81.975
384,240040,2003,44,0.512,0.525,5,-6.823,0.0401,0.327,3.3e-06,0.081,0.294,169.951
385,267933,2002,63,0.758,0.957,7,-2.281,0.0357,0.039,0.0,0.133,0.966,111.121
386,314400,2003,61,0.81,0.791,7,-5.909,0.181,0.0893,0.0,0.0838,0.948,153.067
387,223973,2003,61,0.646,0.6,9,-6.569,0.458,0.231,0.0,0.0794,0.811,192.082
388,214773,2003,47,0.656,0.615,11,-6.359,0.137,0.0769,0.000415,0.0706,0.592,175.943
389,278693,2002,61,0.769,0.646,1,-6.653,0.199,0.0566,0.0,0.406,0.433,90.079
390,228706,2002,63,0.256,0.788,6,-5.263,0.0403,0.0298,0.0,0.707,0.429,80.718
391,234000,2003,66,0.871,0.597,5,-4.932,0.0464,0.126,0.000113,0.0638,0.635,125.999
392,295773,2003,67,0.546,0.538,7,-7.886,0.0523,0.233,0.0,0.118,0.58,182.12
393,201373,2003,61,0.397,0.903,2,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551
394,257026,2002,58,0.688,0.538,10,-7.608,0.0292,0.504,0.0,0.111,0.27,119.998
395,190173,2002,68,0.62,0.93,1,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22
396,202013,2003,63,0.496,0.819,5,-5.656,0.0444,0.0479,0.000215,0.177,0.317,100.215
397,219826,2003,74,0.489,0.649,9,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009
398,223066,2002,70,0.457,0.406,9,-7.462,0.0291,0.08,0.0,0.117,0.208,151.95
399,214733,2003,55,0.641,0.445,6,-8.674,0.0368,0.145,0.0,0.108,0.383,81.931
400,250373,2004,81,0.894,0.791,2,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018
401,206200,2002,77,0.712,0.862,5,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051
402,198800,2003,81,0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04
403,235213,2003,80,0.727,0.974,4,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526
404,232800,2003,79,0.472,0.671,4,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952
405,257426,2004,65,0.663,0.746,2,-3.567,0.0321,0.0697,0.0,0.0929,0.325,102.847
406,192600,2004,11,0.857,0.801,0,-6.499,0.0618,0.332,1.2e-06,0.0789,0.753,96.009
407,217733,2004,53,0.785,0.799,11,-2.208,0.126,0.117,0.0,0.292,0.797,104.923
408,215431,2004,56,0.809,0.965,0,-3.947,0.0427,0.177,0.0,0.0577,0.672,130.103
409,247426,2004,67,0.783,0.916,1,-3.344,0.415,0.11,0.0,0.0746,0.695,95.321
410,212266,1999,56,0.598,0.868,0,-4.552,0.0373,0.00908,0.0,0.279,0.47,99.848
411,221226,2004,60,0.676,0.948,5,-2.557,0.0628,0.0509,8.19e-06,0.384,0.731,136.027
412,186306,2004,56,0.601,0.621,6,-5.576,0.0434,0.0374,1.75e-06,0.188,0.278,94.547
413,257920,2003,68,0.6,0.796,2,-4.481,0.0275,0.000109,5.2e-05,0.484,0.75,105.991
414,236520,2004,59,0.797,0.502,10,-3.925,0.0968,0.0154,0.0,0.1,0.385,106.997
415,208600,2003,63,0.735,0.466,6,-8.65,0.0857,0.239,6.24e-06,0.102,0.643,99.973
416,185586,2003,81,0.496,0.863,9,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018
417,187280,2004,61,0.759,0.825,8,-4.289,0.22,0.0923,0.00057,0.24,0.429,94.857
418,235066,2004,16,0.818,0.579,7,-4.475,0.101,0.023,0.0,0.107,0.354,89.987
419,298773,2004,73,0.851,0.849,1,-3.383,0.0828,0.497,2.05e-06,0.116,0.844,120.014
420,190493,2004,42,0.802,0.672,7,-4.971,0.0847,0.0775,0.0,0.136,0.619,96.525
421,257333,2016,66,0.833,0.515,11,-5.0,0.0462,0.347,0.00156,0.116,0.4,97.007
422,242013,2004,61,0.814,0.899,1,-5.958,0.0637,0.00727,0.219,0.0979,0.545,119.011
423,171360,2004,72,0.597,0.837,10,-6.518,0.375,0.00427,0.00115,0.839,0.447,126.342
424,223000,2004,67,0.826,0.647,5,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
425,206106,2003,63,0.97,0.72,1,-3.347,0.149,0.0369,0.000389,0.326,0.962,107.17
426,267320,2004,56,0.718,0.786,0,-5.76,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916
427,205973,2004,63,0.562,0.865,7,-6.476,0.0922,2.06e-05,0.591,0.219,0.35,124.047
428,265826,2004,57,0.805,0.754,10,-6.825,0.0394,0.0884,1.77e-06,0.117,0.88,128.429
429,213893,2004,53,0.749,0.938,10,-4.423,0.118,0.0127,1.96e-06,0.103,0.619,111.014
430,232000,2004,67,0.87,0.712,11,-6.313,0.0432,0.0202,0.000331,0.0576,0.877,121.057
431,239026,2003,73,0.662,0.748,5,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331
432,235186,2003,56,0.737,0.697,2,-3.716,0.254,0.0756,0.0,0.359,0.662,104.917
433,245173,2003,53,0.779,0.655,1,-7.147,0.318,0.0319,2.63e-06,0.339,0.645,163.971
434,216706,2004,70,0.751,0.731,6,-4.419,0.0308,0.0838,0.0,0.0556,0.973,97.007
435,212413,2004,61,0.348,0.907,5,-3.66,0.0497,0.000516,0.0,0.161,0.177,185.406
436,233600,2004,33,0.607,0.874,5,-5.409,0.0349,0.00331,0.0494,0.26,0.846,130.015
437,214893,2003,49,0.86,0.866,4,-6.345,0.232,0.104,1.42e-06,0.584,0.933,100.15
438,252440,2003,61,0.884,0.697,11,-6.022,0.128,0.0509,0.0,0.094,0.322,101.965
439,223133,2003,37,0.762,0.885,0,-5.096,0.0395,0.0371,0.0,0.0519,0.886,117.021
440,182626,2003,68,0.881,0.774,1,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968
441,196906,2003,68,0.579,0.849,4,-5.218,0.0303,0.108,0.0,0.0909,0.581,100.021
442,242746,2005,49,0.656,0.513,5,-8.691,0.253,0.156,6.45e-05,0.0763,0.464,86.891
443,197186,2004,45,0.752,0.722,11,-4.207,0.104,0.0108,0.000536,0.0753,0.612,169.131
444,263506,2003,56,0.755,0.381,8,-6.696,0.0711,0.291,5.13e-06,0.0974,0.695,73.108
445,248680,2004,67,0.94,0.633,8,-3.56,0.0467,0.0581,4.04e-05,0.281,0.962,121.003
446,237693,2003,58,0.586,0.705,1,-4.904,0.0287,0.0485,0.0,0.15,0.459,98.014
447,266066,2004,39,0.892,0.628,1,-3.832,0.216,0.169,0.0,0.102,0.676,92.063
448,273360,2002,68,0.765,0.666,7,-5.384,0.172,0.102,0.0,0.116,0.756,87.002
449,207066,2004,65,0.748,0.845,5,-4.612,0.0536,0.00083,0.000225,0.068,0.659,123.925
450,249533,2004,57,0.745,0.858,9,-2.221,0.237,0.28,0.0,0.188,0.547,89.983
451,282306,2003,0,0.571,0.968,5,-3.092,0.162,0.0649,3.07e-06,0.592,0.313,154.07
452,192106,2004,67,0.677,0.682,9,-6.879,0.0361,0.0405,0.0,0.0351,0.875,106.279
453,276800,2003,61,0.765,0.821,4,-5.926,0.183,0.0918,0.0,0.217,0.962,162.519
454,216706,2004,63,0.759,0.891,11,-2.983,0.257,0.0298,0.0,0.141,0.587,98.579
455,222146,2004,51,0.853,0.911,11,-6.722,0.125,0.0436,0.00571,0.287,0.802,131.012
456,200973,2004,47,0.548,0.785,7,-5.087,0.0704,0.00277,0.048,0.329,0.418,120.939
457,233360,2004,66,0.828,0.792,10,-5.435,0.179,0.182,0.0,0.281,0.777,134.199
458,213786,2004,57,0.766,0.851,5,-4.831,0.0786,0.00402,0.000744,0.256,0.8,115.012
459,230306,2003,63,0.398,0.284,3,-12.852,0.0337,0.966,8.57e-05,0.116,0.114,109.599
460,193520,2004,64,0.416,0.819,9,-3.974,0.0613,0.000138,0.00108,0.147,0.632,140.083
461,237026,2004,77,0.277,0.663,4,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561
462,247106,2001,59,0.925,0.741,9,-5.827,0.315,0.0653,0.0,0.044,0.654,93.04
463,265026,2003,61,0.513,0.826,10,-3.651,0.132,0.106,0.0,0.0675,0.889,76.91
464,225173,2004,42,0.814,0.387,0,-9.867,0.0946,0.0248,0.0,0.131,0.792,93.961
465,193733,2004,73,0.637,0.834,3,-4.686,0.323,0.614,0.0,0.317,0.715,87.312
466,262533,2003,72,0.19,0.265,9,-9.206,0.0356,0.863,0.0,0.134,0.101,79.012
467,336506,2004,57,0.6,0.641,1,-4.237,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153
468,229080,2004,46,0.706,0.665,6,-5.348,0.0453,0.0128,0.0,0.338,0.639,89.993
469,226053,2003,60,0.612,0.735,8,-5.074,0.0282,0.00202,0.00118,0.328,0.783,126.326
470,202013,2004,58,0.523,0.795,4,-2.92,0.0386,0.00462,0.0,0.358,0.484,144.106
471,316053,2004,72,0.559,0.733,2,-5.659,0.171,0.314,0.0,0.284,0.611,145.115
472,176346,2004,77,0.38,0.988,1,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
473,224933,2003,57,0.68,0.847,11,-6.636,0.108,0.0217,0.0,0.0374,0.75,176.051
474,266040,2004,43,0.803,0.924,7,-6.466,0.0391,0.237,0.0167,0.104,0.788,116.972
475,284160,2003,55,0.663,0.465,8,-9.711,0.0317,0.555,0.00183,0.125,0.279,127.932
476,221226,2004,76,0.571,0.739,7,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089
477,185133,2004,61,0.739,0.999,7,-5.077,0.0803,0.13,0.00224,0.28,0.501,139.982
478,290760,2003,48,0.734,0.846,11,-6.102,0.409,0.101,0.0,0.233,0.702,145.894
479,242413,2004,68,0.414,0.936,2,-2.407,0.0758,0.00136,0.0,0.369,0.74,170.229
480,240040,2003,44,0.512,0.525,5,-6.823,0.0401,0.327,3.3e-06,0.081,0.294,169.951
481,225106,2004,64,0.828,0.653,0,-6.245,0.0653,0.214,3.25e-06,0.0404,0.575,68.507
482,301133,2003,62,0.75,0.458,1,-9.092,0.0803,0.226,3.25e-05,0.137,0.536,83.61
483,238733,2002,74,0.557,0.533,10,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994
484,223506,2004,80,0.657,0.734,8,-4.832,0.484,0.149,0.0,0.139,0.434,91.03
485,226013,2004,56,0.926,0.888,11,-5.337,0.294,0.261,0.0,0.348,0.819,98.523
486,252466,2003,55,0.562,0.219,4,-13.2,0.0312,0.856,0.000296,0.0979,0.106,127.831
487,223440,2004,76,0.662,0.507,5,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412
488,277840,2004,59,0.688,0.404,9,-9.481,0.0818,0.377,0.0,0.0813,0.448,75.007
489,171546,2004,59,0.668,0.905,6,-5.395,0.038,0.00232,0.0331,0.141,0.667,128.658
490,254266,2004,58,0.68,0.844,6,-1.729,0.299,0.23,0.0,0.0305,0.895,172.302
491,248200,2003,64,0.713,0.734,0,-4.894,0.325,0.548,0.0,0.0687,0.89,172.872
492,234000,2003,66,0.871,0.597,5,-4.932,0.0464,0.126,0.000113,0.0638,0.635,125.999
493,205360,2004,59,0.663,0.95,7,-4.21,0.0621,0.00127,0.00492,0.0753,0.697,116.02
494,191826,2003,57,0.553,0.756,0,-4.583,0.108,0.0923,0.0,0.215,0.605,94.487
495,296880,2004,48,0.52,0.768,8,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178
496,189506,2001,65,0.345,0.0581,3,-17.217,0.0374,0.976,0.000366,0.103,0.304,174.117
497,217440,2004,56,0.505,0.799,2,-4.286,0.0773,0.0572,0.0,0.11,0.772,174.001
498,214733,2003,55,0.641,0.445,6,-8.674,0.0368,0.145,0.0,0.108,0.383,81.931
499,366733,2003,61,0.264,0.663,9,-8.264,0.187,0.59,0.00443,0.342,0.249,167.078
500,201400,2005,69,0.84,0.476,0,-7.918,0.0629,0.0264,0.0,0.0865,0.767,139.987
501,256733,2004,72,0.656,0.578,7,-8.97,0.0922,0.235,0.0,0.118,0.556,94.514
502,207626,2005,78,0.629,0.696,1,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034
503,246960,2005,77,0.779,0.64,7,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019
504,209106,2005,79,0.614,0.574,11,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173
505,209493,2005,75,0.675,0.479,0,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998
506,261266,2004,72,0.49,0.679,8,-3.68,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
507,272080,2005,72,0.875,0.631,1,-3.475,0.099,0.00542,2.54e-06,0.127,0.549,120.003
508,233640,2005,74,0.599,0.785,3,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046
509,238493,2004,28,0.878,0.699,10,-5.897,0.132,0.0345,3.37e-06,0.755,0.666,104.838
510,337733,2005,74,0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02
511,237706,2005,76,0.489,0.692,1,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946
512,168879,2005,67,0.86,0.907,2,-3.321,0.0407,0.279,0.693,0.0648,0.786,138.045
513,265480,2004,52,0.646,0.796,2,-6.152,0.366,0.409,0.0,0.107,0.676,83.093
514,213066,2005,59,0.95,0.803,1,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0
515,236213,2004,68,0.856,0.754,7,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018
516,393813,2005,63,0.745,0.714,7,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003
517,230493,2005,73,0.688,0.835,8,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
518,214226,2005,72,0.925,0.659,3,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018
519,235533,2005,74,0.862,0.648,4,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012
520,229866,2005,71,0.846,0.482,1,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969
521,203360,2005,0,0.8,0.633,8,-4.875,0.0514,0.0901,0.0,0.0315,0.836,95.953
522,326960,2005,67,0.802,0.682,1,-5.924,0.222,0.111,1.39e-05,0.109,0.586,123.95
523,256346,2004,61,0.8,0.496,7,-7.135,0.0506,0.000298,0.0,0.0697,0.357,128.29
524,247506,2005,60,0.772,0.599,8,-5.996,0.246,0.0277,0.0,0.0839,0.557,92.029
525,219920,2005,4,0.899,0.365,9,-5.461,0.105,0.0508,0.0,0.097,0.749,100.01
526,225533,2005,65,0.741,0.759,0,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084
527,205733,2004,76,0.687,0.793,2,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045
528,206400,2005,77,0.802,0.785,9,-4.781,0.207,0.14,0.0,0.123,0.435,99.998
529,222640,2005,82,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559
530,239773,2005,62,0.69,0.928,5,-2.76,0.061,0.00937,0.0,0.547,0.604,130.889
531,235800,2004,21,0.629,0.532,5,-7.88,0.0352,0.331,0.0,0.238,0.619,90.098
532,200053,2005,54,0.642,0.851,6,-3.638,0.0431,0.0248,0.0146,0.084,0.777,127.988
533,218093,2005,64,0.962,0.66,8,-5.096,0.061,0.0485,0.0,0.076,0.814,126.016
534,280013,2005,55,0.684,0.493,10,-7.728,0.0459,0.000839,0.0,0.157,0.08,84.03
535,250760,2004,77,0.637,0.678,0,-3.798,0.266,0.209,0.0,0.156,0.254,84.039
536,212893,2005,72,0.74,0.783,0,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011
537,244999,2005,73,0.76,0.891,11,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264
538,236813,2004,54,0.94,0.713,7,-5.308,0.127,0.0319,0.00076,0.325,0.666,112.955
