,duration_ms,year,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
539,276603,2005,58,0.666,0.922,2,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014
540,230133,2005,52,0.837,0.658,1,-8.013,0.126,0.000213,0.122,0.243,0.586,95.027
541,283454,2004,50,0.9,0.515,1,-6.626,0.372,0.00341,0.0,0.111,0.659,84.995
542,224253,2005,63,0.891,0.439,7,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
543,226863,2005,67,0.904,0.813,4,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461
544,226640,2005,56,0.551,0.896,9,-3.152,0.109,0.033,0.0,0.0899,0.858,171.79
545,229826,2004,42,0.561,0.452,9,-7.324,0.0336,0.409,0.0,0.106,0.316,77.984
546,258666,2005,65,0.568,0.732,11,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048
547,239586,2005,63,0.437,0.589,4,-4.834,0.0331,0.231,0.0,0.0768,0.165,133.631
548,237733,2005,63,0.7,0.538,1,-5.952,0.045,0.000204,0.0,0.105,0.189,136.518
549,233400,2005,61,0.672,0.814,7,-3.768,0.27,0.258,0.0,0.164,0.379,97.043
550,266066,2004,39,0.892,0.628,1,-3.832,0.216,0.169,0.0,0.102,0.676,92.063
551,211320,2005,41,0.905,0.55,1,-7.558,0.372,0.0628,0.0,0.0644,0.52,100.813
552,325573,2004,63,0.878,0.417,7,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49
553,202213,2005,52,0.939,0.498,5,-10.94,0.161,0.0444,0.00128,0.0475,0.801,113.053
554,238746,2008,52,0.636,0.946,10,-4.683,0.332,0.115,3.75e-05,0.0416,0.891,125.085
555,270746,2004,59,0.555,0.639,1,-5.16,0.263,0.0594,0.0,0.118,0.184,171.609
556,215000,2005,61,0.412,0.944,0,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091
557,222653,2005,52,0.489,0.798,1,-4.49,0.0316,0.00115,2.81e-06,0.149,0.309,94.163
558,199853,2004,69,0.926,0.916,10,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007
559,240040,2005,59,0.838,0.594,4,-5.695,0.113,0.176,0.0,0.0867,0.507,90.038
560,231533,2005,74,0.179,0.912,4,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99
561,256000,2003,50,0.727,0.736,10,-6.203,0.0615,0.0743,0.00311,0.0348,0.687,85.098
562,238053,2004,68,0.794,0.614,5,-5.352,0.0467,0.0964,0.0,0.0788,0.663,80.569
563,243986,2005,56,0.636,0.558,7,-7.076,0.0245,0.462,0.0,0.062,0.572,100.113
564,197160,2005,60,0.534,0.247,0,-15.636,0.0322,0.516,0.00859,0.122,0.344,82.168
565,260600,2004,66,0.675,0.501,10,-6.183,0.22,0.0541,0.0,0.429,0.532,139.861
566,233866,2005,0,0.7,0.529,10,-6.816,0.0395,0.0422,0.0,0.101,0.386,143.555
567,179160,2005,57,0.933,0.513,7,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017
568,197666,2020,34,0.873,0.9,5,-4.325,0.18,0.0107,0.000502,0.556,0.478,102.516
569,205840,2005,66,0.714,0.6,6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017
570,217706,2005,58,0.49,0.956,1,-4.556,0.0407,0.00466,6.15e-06,0.242,0.577,160.028
571,198973,2004,59,0.548,0.889,9,-4.682,0.0382,0.00165,0.00109,0.197,0.425,90.048
572,219000,2005,61,0.662,0.785,9,-5.299,0.186,0.16,0.0,0.0784,0.604,89.885
573,241066,2005,1,0.129,0.358,10,-6.596,0.0314,0.631,0.0,0.0886,0.172,75.048
574,337640,2005,62,0.525,0.652,5,-7.042,0.28,0.278,0.0,0.339,0.602,127.673
575,208199,2004,60,0.455,0.929,11,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782
576,173680,2006,71,0.535,0.948,6,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183
577,219600,2006,1,0.286,0.508,2,-5.966,0.0336,0.372,0.0,0.27,0.14,68.637
578,248493,2005,62,0.815,0.662,6,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518
579,233186,2005,63,0.395,0.979,8,-3.241,0.0766,0.0243,0.0,0.12,0.41,158.842
580,224640,2004,61,0.817,0.806,6,-4.606,0.0623,0.027,9e-06,0.119,0.805,110.086
581,219493,2004,71,0.587,0.583,5,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92
582,243053,2012,52,0.478,0.863,1,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004
583,258920,2005,67,0.515,0.876,8,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916
584,231040,2005,0,0.722,0.329,0,-11.617,0.108,0.088,0.0,0.081,0.166,99.991
585,245400,2004,58,0.605,0.584,11,-7.043,0.197,0.286,0.0,0.235,0.464,125.802
586,207506,2005,67,0.548,0.554,9,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918
587,204173,2004,62,0.598,0.4,6,-10.054,0.0241,0.459,0.0,0.151,0.369,96.938
588,297426,2005,69,0.506,0.93,4,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994
589,296880,2004,67,0.52,0.768,8,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178
590,253933,2004,61,0.644,0.517,7,-10.02,0.0803,0.0065,1.37e-06,0.158,0.464,169.799
591,287906,2005,69,0.514,0.898,11,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067
592,201706,2005,71,0.587,0.767,0,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38
593,224146,2004,55,0.567,0.747,6,-6.019,0.105,0.31,0.0,0.04,0.556,89.036
594,188960,2004,71,0.662,0.739,9,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999
595,305080,2004,56,0.53,0.597,2,-5.652,0.0247,0.00275,0.473,0.105,0.346,96.0
596,193653,2005,65,0.469,0.955,10,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
597,227840,2005,67,0.68,0.87,5,-4.461,0.0393,0.266,0.0,0.109,0.646,119.075
598,189333,2004,59,0.709,0.721,2,-3.52,0.0281,0.0322,0.000309,0.355,0.801,112.019
599,255626,2005,76,0.366,0.94,1,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198
600,218093,2005,82,0.778,0.824,10,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024
601,218573,2005,78,0.951,0.6,0,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04
602,242733,2006,78,0.967,0.583,7,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0
603,227853,2007,70,0.447,0.694,7,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868
604,214946,2006,71,0.407,0.558,0,-13.609,0.0552,0.0541,1.51e-06,0.34,0.777,71.815
605,238920,2006,73,0.677,0.671,7,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046
606,177466,2006,74,0.855,0.587,8,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97
607,214960,2006,61,0.658,0.551,1,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335
608,258893,2006,79,0.796,0.777,6,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722
609,245466,2006,69,0.893,0.823,5,-3.708,0.122,0.0714,0.0,0.0509,0.902,128.009
610,276786,2006,55,0.819,0.485,6,-6.45,0.0756,0.0176,0.0,0.658,0.386,96.998
611,281880,2005,61,0.589,0.877,0,-6.229,0.046,0.00121,0.013,0.169,0.443,132.971
612,303053,2005,71,0.787,0.799,8,-4.68,0.0993,0.189,0.0,0.3,0.835,143.052
613,213066,2005,75,0.648,0.931,1,-3.15,0.181,0.00937,0.0,0.752,0.744,153.649
614,242293,2006,82,0.808,0.97,10,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
615,150533,2015,39,0.814,0.923,7,-4.525,0.229,0.0154,0.154,0.0862,0.518,127.919
616,243880,2006,58,0.711,0.761,8,-3.04,0.225,0.067,0.0,0.041,0.718,95.824
617,225560,2005,68,0.565,0.817,2,-4.338,0.27,0.152,0.0,0.247,0.477,210.851
618,261880,2006,59,0.964,0.595,1,-6.887,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
619,274440,2005,74,0.963,0.643,1,-5.785,0.117,0.0507,4.94e-05,0.157,0.534,107.005
620,226293,2006,65,0.826,0.67,2,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007
621,212439,2006,75,0.668,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0
622,186826,2005,63,0.678,0.572,11,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165
623,209666,2004,57,0.741,0.869,9,-6.534,0.0816,0.096,0.0,0.0396,0.839,126.069
624,192213,2006,73,0.803,0.454,8,-4.802,0.0294,0.352,0.0,0.0655,0.739,99.99
625,202720,2006,63,0.858,0.484,6,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992
626,229360,2005,57,0.938,0.735,7,-6.382,0.0434,0.00952,0.0,0.0998,0.55,103.7
627,274386,2006,67,0.835,0.757,8,-5.029,0.23,0.00647,0.0,0.29,0.626,82.038
628,190000,2006,40,0.678,0.768,7,-8.502,0.137,0.0195,0.00866,0.0322,0.758,127.51
629,286186,2005,68,0.833,0.628,2,-7.041,0.141,0.0949,1.6e-06,0.282,0.645,106.328
630,241840,2006,66,0.888,0.577,1,-7.702,0.0612,0.0986,0.0,0.131,0.609,84.003
631,223066,2006,1,0.5,0.498,4,-6.087,0.026,0.527,0.0,0.123,0.182,79.798
632,276160,2006,72,0.771,0.68,11,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952
633,219320,2005,65,0.441,0.815,3,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007
634,271160,2005,60,0.867,0.504,4,-7.737,0.241,0.0358,0.0,0.307,0.84,82.996
635,202066,2006,64,0.309,0.783,10,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788
636,241306,2006,57,0.769,0.609,1,-5.894,0.357,0.216,0.0,0.166,0.633,90.951
637,199120,2011,0,0.64,0.977,8,-5.369,0.0555,0.00461,1.68e-05,0.371,0.493,142.019
638,224253,2005,63,0.891,0.439,7,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
639,233973,2006,42,0.825,0.876,10,-6.556,0.211,0.00928,1.2e-05,0.205,0.48,120.066
640,240280,2007,57,0.644,0.746,7,-4.941,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
641,197173,2006,0,0.683,0.886,4,-5.045,0.071,0.000738,0.00188,0.0524,0.566,100.04
642,281320,2005,68,0.618,0.746,10,-5.476,0.352,0.0553,0.0,0.273,0.75,75.272
643,273973,2006,50,0.906,0.633,4,-5.316,0.19,0.000182,8.34e-06,0.058,0.779,84.021
644,207613,2005,49,0.715,0.812,1,-5.758,0.062,0.175,0.000134,0.044,0.554,128.04
645,189800,2005,46,0.679,0.922,2,-4.67,0.0294,0.000241,0.69,0.0697,0.806,129.016
646,246333,2005,69,0.726,0.7,2,-5.881,0.0998,0.0717,0.0,0.262,0.673,146.559
647,201590,2012,49,0.681,0.908,11,-3.918,0.0473,0.0232,0.0,0.355,0.879,131.925
648,226973,2006,70,0.588,0.391,0,-8.607,0.0334,0.839,0.0,0.227,0.349,144.069
649,236600,2005,73,0.552,0.846,9,-4.912,0.342,0.0114,0.0,0.309,0.554,98.56
650,229813,2006,60,0.886,0.62,5,-5.854,0.307,0.082,0.0,0.1,0.6,76.035
651,214706,2006,65,0.45,0.883,7,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41
652,234133,2006,62,0.786,0.511,7,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0
653,238173,2005,70,0.518,0.797,6,-5.153,0.0309,0.000681,0.0,0.107,0.293,132.918
654,180266,2005,74,0.622,0.961,11,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452
655,257293,2007,57,0.261,0.562,8,-3.667,0.0301,0.423,7.54e-06,0.131,0.167,70.543
656,274333,2006,64,0.551,0.81,11,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464
657,230613,2006,62,0.551,0.598,1,-6.79,0.27,0.15,0.0,0.299,0.612,78.756
658,244613,2006,37,0.42,0.742,7,-5.665,0.0375,0.142,0.0,0.145,0.294,149.965
659,207586,2006,56,0.792,0.589,4,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147
660,202133,2006,72,0.348,0.875,11,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152
661,276773,2006,0,0.561,0.936,5,-5.409,0.0613,0.00185,0.0,0.102,0.594,103.055
662,211186,2006,45,0.7,0.887,7,-3.887,0.218,0.0805,0.0,0.376,0.883,166.104
663,255333,2005,72,0.688,0.519,5,-4.285,0.0283,0.064,0.0,0.1,0.318,116.714
664,196893,2006,68,0.632,0.639,5,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506
665,220853,2006,67,0.693,0.516,8,-6.446,0.0413,0.297,0.000127,0.0604,0.494,94.02
666,223680,2006,48,0.535,0.823,6,-5.338,0.0431,0.0113,3.88e-06,0.146,0.685,83.001
667,260466,2005,64,0.344,0.874,0,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888
668,252653,2005,62,0.64,0.62,1,-5.931,0.416,0.016,0.0,0.0831,0.609,129.37
669,256946,2006,63,0.705,0.806,9,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383
670,214106,2006,69,0.537,0.674,5,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002
671,282160,2006,76,0.556,0.913,0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
672,288360,2006,63,0.707,0.923,7,-3.409,0.0276,0.0195,0.0,0.342,0.845,108.023
673,207186,2006,75,0.452,0.574,6,-8.336,0.31,0.246,0.0,0.189,0.58,92.791
674,261053,2019,35,0.474,0.744,2,-5.386,0.0341,0.0208,1.22e-06,0.209,0.238,129.005
675,215266,2006,56,0.525,0.578,9,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696
676,215306,2006,68,0.511,0.815,7,-3.14,0.144,0.0491,0.0,0.0826,0.586,154.514
677,231866,2005,42,0.684,0.819,1,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999
678,207506,2005,67,0.548,0.554,9,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918
679,185586,2005,70,0.566,0.815,9,-4.481,0.14,0.0737,0.0,0.12,0.672,169.961
680,258653,2005,67,0.432,0.261,4,-12.591,0.0512,0.953,0.00342,0.0903,0.273,89.567
681,228906,2006,63,0.862,0.742,7,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91
682,219106,2006,0,0.272,0.203,9,-9.706,0.0294,0.784,0.0,0.0805,0.172,109.581
683,186173,2006,59,0.489,0.955,11,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352
684,167493,2006,46,0.656,0.624,3,-4.623,0.0691,0.0065,0.0,0.278,0.735,124.082
685,265333,2005,0,0.731,0.368,8,-10.38,0.0688,0.00544,0.0,0.193,0.512,145.171
686,172373,2005,64,0.748,0.786,4,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833
687,259333,2004,2,0.706,0.8,5,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011
688,249760,2006,67,0.447,0.568,2,-4.975,0.0305,0.295,3.26e-06,0.355,0.149,90.933
689,213173,2006,64,0.559,0.688,7,-6.496,0.114,0.216,0.0,0.0855,0.578,79.753
690,273333,2006,35,0.467,0.921,2,-4.554,0.045,5.48e-05,0.0566,0.176,0.501,132.013
691,262533,2005,79,0.64,0.743,10,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035
692,151640,2006,61,0.7,0.465,4,-6.815,0.358,0.544,0.0,0.606,0.719,108.102
693,311106,2006,76,0.217,0.905,2,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95
694,222453,2006,59,0.616,0.855,4,-3.495,0.042,0.00379,0.000863,0.318,0.686,124.191
695,193653,2005,65,0.469,0.955,10,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
696,210066,2006,49,0.474,0.71,1,-4.606,0.029,0.0548,0.0,0.0974,0.591,78.969
697,229040,2005,69,0.536,0.612,4,-5.847,0.272,0.119,0.0,0.209,0.57,86.768
698,208493,2006,0,0.688,0.734,9,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004
699,203506,2006,73,0.391,0.808,8,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304
700,262466,2007,75,0.638,0.656,5,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036
701,275986,2008,81,0.583,0.829,1,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028
702,251240,2007,79,0.788,0.844,2,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324
703,268120,2006,76,0.708,0.641,7,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082
704,219413,2007,0,0.698,0.844,1,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828
705,232533,2005,78,0.656,0.291,2,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971
706,448573,2006,70,0.687,0.723,7,-4.751,0.0709,0.122,0.00102,0.573,0.432,76.0
707,246466,2006,71,0.756,0.77,1,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961
708,179120,2007,80,0.731,0.807,3,-6.492,0.1,0.181,0.751,0.319,0.765,114.759
709,223080,2006,81,0.872,0.872,1,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948
710,151973,2012,43,0.762,0.754,0,-3.425,0.046,0.00022,0.0665,0.146,0.715,129.026
711,223111,2007,73,0.627,0.954,2,-4.804,0.0425,0.0015,0.000814,0.292,0.312,128.016
712,209800,2007,65,0.767,0.881,9,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018
713,212360,2006,58,0.94,0.743,5,-5.166,0.0475,0.317,0.0,0.0909,0.932,118.988
714,234026,2007,70,0.975,0.711,8,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621
715,247946,2007,67,0.63,0.782,8,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144
716,198567,2007,0,0.537,0.937,0,-4.543,0.0523,0.00102,0.035,0.0917,0.324,124.938
717,150533,2015,0,0.827,0.931,7,-4.474,0.202,0.0153,0.21,0.0992,0.491,127.995
718,237053,2006,68,0.701,0.724,0,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035
719,311866,2007,54,0.617,0.717,10,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992
720,199853,2007,64,0.764,0.751,8,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977
721,237173,2007,59,0.584,0.681,1,-5.084,0.0781,0.495,0.0,0.289,0.821,79.702
722,247066,2006,53,0.865,0.45,0,-9.387,0.0417,0.0359,1.28e-06,0.308,0.352,99.989
723,221933,2007,74,0.736,0.74,0,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141
724,247413,2006,59,0.744,0.697,11,-5.063,0.197,0.0106,0.0,0.0842,0.767,149.28
725,214386,2006,0,0.709,0.891,0,-3.688,0.0528,0.00144,0.0,0.034,0.886,141.04
726,212280,2008,69,0.735,0.826,1,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964
727,209533,2007,62,0.822,0.905,5,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014
728,271600,2007,47,0.596,0.62,5,-6.133,0.039,0.0122,0.0,0.82,0.102,80.029
729,152333,2006,17,0.847,0.861,6,-6.632,0.0603,0.278,0.029,0.0626,0.724,127.894
730,205613,2007,77,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
731,255706,2007,60,0.918,0.857,3,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006
732,250666,2007,68,0.729,0.658,10,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043
733,253400,2007,61,0.619,0.709,7,-4.633,0.0395,0.00541,0.0,0.507,0.68,144.972
734,208106,2007,73,0.644,0.939,11,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
735,252973,2006,66,0.606,0.591,0,-7.228,0.087,0.0756,0.0,0.328,0.477,95.802
736,253706,2007,59,0.621,0.6,8,-6.349,0.576,0.277,0.0,0.495,0.485,80.021
737,253573,2007,62,0.607,0.599,11,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491
738,193893,2007,73,0.611,0.95,8,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078
739,202066,2006,64,0.309,0.783,10,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788
740,172866,2007,67,0.42,0.974,1,-4.706,0.191,8.15e-05,0.00155,0.0871,0.463,165.182
741,276160,2006,72,0.771,0.68,11,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952
742,246600,2006,64,0.811,0.757,0,-6.447,0.23,0.298,0.0,0.103,0.565,130.993
743,166373,2007,73,0.529,0.967,1,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127
744,161920,2006,80,0.463,0.857,4,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647
745,333680,2007,57,0.787,0.808,7,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99
746,212400,2007,66,0.584,0.699,1,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499
747,216600,2007,75,0.56,0.959,7,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983
748,266840,2007,74,0.81,0.538,0,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97
749,215173,2016,45,0.45,0.921,10,-3.476,0.0538,0.0467,0.0,0.311,0.413,145.959
750,173040,2013,48,0.794,0.777,1,-3.696,0.0813,0.0982,0.0,0.202,0.706,160.022
751,273133,2007,70,0.412,0.876,5,-6.008,0.47,0.102,0.0,0.297,0.703,130.159
752,165120,2007,65,0.463,0.836,2,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955
753,238800,2007,3,0.675,0.394,8,-8.539,0.133,0.0611,0.0,0.214,0.405,104.987
754,324906,2006,59,0.88,0.438,0,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02
755,292373,2006,63,0.906,0.584,8,-7.72,0.316,0.0576,0.0,0.128,0.831,129.055
756,256426,2006,57,0.775,0.731,8,-5.446,0.134,0.189,0.0,0.129,0.821,131.105
757,242586,2007,57,0.704,0.854,10,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988
758,252040,2005,69,0.616,0.91,0,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.072
759,203506,2007,76,0.459,0.891,10,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837
760,444333,2006,57,0.859,0.681,1,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243
761,182826,2007,76,0.459,0.895,2,-3.126,0.0805,0.00725,0.0,0.206,0.572,181.04
762,241293,2006,76,0.403,0.422,7,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728
763,238360,2007,58,0.808,0.721,1,-5.165,0.213,0.197,0.0,0.205,0.773,94.955
764,267413,2006,56,0.697,0.629,9,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279
765,219533,2007,45,0.753,0.759,8,-4.829,0.0487,0.0523,0.0,0.0263,0.706,114.999
766,178613,2017,59,0.716,0.757,11,-5.438,0.0329,0.0258,0.00392,0.16,0.877,139.986
767,254920,2005,36,0.477,0.865,4,-4.462,0.0395,0.00877,4.52e-05,0.271,0.413,120.872
768,211080,2007,62,0.803,0.851,7,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996
769,212040,2007,68,0.435,0.887,9,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935
770,211520,2007,72,0.517,0.906,1,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
771,223533,2019,30,0.451,0.682,2,-5.295,0.029,0.205,0.0,0.175,0.254,139.913
772,261026,2006,52,0.723,0.644,11,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09
773,269373,2007,78,0.433,0.959,9,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984
774,255413,2007,61,0.444,0.708,4,-5.926,0.126,0.0419,0.0,0.0775,0.26,105.412
775,204200,2007,67,0.451,0.939,5,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416
776,232946,2007,46,0.626,0.906,0,-4.334,0.0403,0.00128,8.52e-06,0.137,0.346,118.035
777,238266,2006,57,0.772,0.59,6,-6.957,0.183,0.0917,0.0,0.101,0.743,83.998
778,236080,2006,0,0.685,0.8,1,-6.564,0.298,0.0847,0.0,0.092,0.483,120.226
779,192000,2006,74,0.545,0.932,7,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956
780,187733,2006,69,0.675,0.828,0,-5.799,0.0454,0.0242,0.0102,0.364,0.669,122.229
781,194213,2006,66,0.686,0.789,8,-4.713,0.23,0.0125,0.0147,0.142,0.72,172.976
782,225373,2007,78,0.762,0.661,1,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009
783,293066,2006,52,0.801,0.454,2,-6.035,0.0371,0.225,0.0,0.226,0.34,125.139
784,280026,2007,68,0.72,0.668,9,-7.928,0.0269,0.0652,0.00664,0.0789,0.768,123.007
785,199946,2005,76,0.519,0.749,6,-3.318,0.0405,0.271,0.0,0.119,0.29,147.905
786,295933,2006,52,0.67,0.8,3,-6.731,0.0652,0.00184,0.000356,0.466,0.656,123.802
787,227960,2007,2,0.451,0.55,1,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001
788,287480,2007,61,0.727,0.71,4,-6.142,0.0742,0.0104,0.0,0.107,0.378,81.995
789,240493,2007,68,0.457,0.719,4,-3.921,0.0323,0.191,0.0,0.228,0.168,142.034
790,263920,2007,57,0.697,0.86,11,-5.181,0.43,0.0368,0.0,0.0721,0.433,160.895
791,235173,2006,57,0.673,0.913,4,-4.981,0.0664,0.0304,0.00298,0.113,0.587,124.484
792,235693,2007,53,0.344,0.921,2,-3.049,0.0459,0.00143,1.13e-05,0.38,0.396,126.766
793,261320,2007,58,0.764,0.487,0,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027
794,241133,2007,56,0.733,0.744,1,-3.51,0.0553,0.0772,0.0,0.341,0.529,92.515
795,206520,2007,62,0.423,0.94,1,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934
796,237760,2007,58,0.357,0.774,2,-4.226,0.034,0.0376,0.0,0.348,0.348,164.054
797,275106,2007,64,0.684,0.606,5,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901
798,334666,2006,79,0.427,0.9,11,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655
799,280680,2006,51,0.405,0.721,1,-6.97,0.283,0.329,0.0,0.252,0.815,92.854
800,231400,2008,80,0.918,0.609,10,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008
801,179640,2008,73,0.699,0.76,5,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996
802,229413,2008,74,0.697,0.467,9,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.082
803,253813,2007,77,0.644,0.549,1,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
804,184400,2007,74,0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
805,232000,2008,71,0.668,0.673,1,-5.714,0.145,0.48,0.0,0.194,0.727,171.812
806,252120,2007,70,0.662,0.693,3,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009
807,249146,2008,66,0.632,0.518,6,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007
808,246053,2008,75,0.949,0.79,8,-5.957,0.0756,0.00437,0.0,0.0816,0.807,117.002
809,216146,2007,70,0.715,0.8,4,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023
810,209800,2007,65,0.767,0.881,9,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018
